ID,datetime,temperature,var1,pressure,windspeed,var2,electricity_consumption
2381,08/10/13 5:00,5,-12.1,987,5.77,A,219
2382,08/10/13 6:00,4.3,-15.7,994,10.815,A,186
2383,08/10/13 7:00,5,-15.7,996,14.335,A,210
2384,08/10/13 8:00,5.7,-15.7,987,19.13,A,222
2385,08/10/13 9:00,6.4,-17.9,1002,26.28,A,189
2386,08/10/13 10:00,7.1,-17.1,997,5.02,A,189
2387,08/10/13 11:00,7.9,-14.3,1004,3.755,A,186
2388,08/10/13 12:00,6.4,-13.6,998,4.755,A,195
2389,08/10/13 13:00,8.6,-16.4,1001,3.165,A,189
2390,08/10/13 14:00,10,-14.3,983,6.295,A,204
2391,08/10/13 15:00,8.6,-17.1,998,7.9,A,207
2392,08/10/13 16:00,8.6,-15.7,981,15.8,A,180
2393,08/10/13 17:00,9.3,-15.7,986,24.615,A,198
2394,08/10/13 18:00,9.3,-15.7,987,33.305,A,192
2395,08/10/13 19:00,7.1,-16.4,988,38.865,A,186
2396,08/10/13 20:00,4.3,-17.9,986,42.885,A,192
2397,08/10/13 21:00,5,-16.4,999,46.515,A,285
2398,08/10/13 22:00,3.6,-17.1,987,50.535,A,228
2399,08/10/13 23:00,2.9,-15.7,995,54.18,A,201
2400,09/10/13 0:00,2.1,-15,989,57.81,A,219
2401,09/10/13 1:00,2.9,-17.9,984,60.565,A,189
2402,09/10/13 2:00,0.7,-16.4,992,65.21,A,198
2403,09/10/13 3:00,2.9,-17.9,983,68.105,A,204
2404,09/10/13 4:00,4.3,-16.4,983,72.36,A,219
2405,09/10/13 5:00,0.7,-15,993,2.79,A,204
2406,09/10/13 6:00,0.7,-10.7,1001,2.2,A,195
2407,09/10/13 7:00,4.3,-15,996,2.09,A,216
2408,09/10/13 8:00,5,-14.3,1004,4.63,A,198
2409,09/10/13 9:00,7.9,-13.6,989,8.65,A,201
2410,09/10/13 10:00,7.9,-15.7,1001,12.17,A,201
2411,09/10/13 11:00,8.6,-11.4,989,2.915,A,219
2412,09/10/13 12:00,10,-11.4,1000,3.43,A,189
2413,09/10/13 13:00,9.3,-12.1,993,3.415,A,192
2414,09/10/13 14:00,10,-11.4,994,2.79,A,186
2415,09/10/13 15:00,11.4,-12.9,982,6.42,A,204
2416,09/10/13 16:00,12.1,-14.3,985,5.67,A,213
2417,09/10/13 17:00,10,-12.9,984,12.48,A,186
2418,09/10/13 18:00,10,-11.4,978,19.63,A,198
2419,09/10/13 19:00,9.3,-11.4,987,24.425,A,216
2420,09/10/13 20:00,9.3,-10.7,992,29.595,A,210
2421,09/10/13 21:00,7.1,-11.4,991,34.53,A,240
2422,09/10/13 22:00,8.6,-9.3,981,40.09,A,255
2423,09/10/13 23:00,5.7,-9.3,984,45.11,A,258
2424,10/10/13 0:00,6.4,-10.7,991,4.88,A,240
2425,10/10/13 1:00,2.1,-7.1,978,5.02,A,249
2426,10/10/13 2:00,2.9,-7.9,983,3.88,A,279
2427,10/10/13 3:00,0.7,-5,976,1.075,A,279
2428,10/10/13 4:00,1.4,-7.9,994,2.015,A,282
2429,10/10/13 5:00,0,-5.7,991,5.395,A,282
2430,10/10/13 6:00,1.4,-5,991,1.515,A,276
2431,10/10/13 7:00,2.9,-6.4,990,3.04,A,294
2432,10/10/13 8:00,4.3,-5.7,994,2.015,A,324
2433,10/10/13 9:00,7.1,-7.1,989,2.53,A,309
2434,10/10/13 10:00,8.6,-5,995,4.945,A,306
2435,10/10/13 11:00,10,-5.7,988,5.985,A,282
2436,10/10/13 12:00,11.4,-8.6,993,4.755,A,309
2437,10/10/13 13:00,14.3,-6.4,983,8.525,A,306
2438,10/10/13 14:00,14.3,-6.4,978,12.795,A,321
2439,10/10/13 15:00,15,-5,975,17.84,A,303
2440,10/10/13 16:00,15,-9.3,984,24.115,A,264
2441,10/10/13 17:00,15,-6.4,976,30.175,A,297
2442,10/10/13 18:00,13.6,-5.7,971,35.47,A,294
2443,10/10/13 19:00,10,-5,983,38.1,A,300
2444,10/10/13 20:00,9.3,-4.3,987,40.39,A,375
2445,10/10/13 21:00,9.3,-5,981,41.43,A,387
2446,10/10/13 22:00,7.1,-2.1,981,43.47,A,390
2447,10/10/13 23:00,7.1,-0.7,983,45.235,A,423
2448,11/10/13 0:00,5.7,-2.1,983,2.64,A,417
2449,11/10/13 1:00,5.7,-2.1,977,3.53,A,414
2450,11/10/13 2:00,5.7,-3.6,979,3.67,A,399
2451,11/10/13 3:00,4.3,-1.4,979,3.415,A,408
2452,11/10/13 4:00,5,-1.4,977,2.765,A,405
2453,11/10/13 5:00,4.3,-0.7,979,2.14,A,420
2454,11/10/13 6:00,4.3,-2.9,989,2.14,A,468
2455,11/10/13 7:00,5,1.4,993,3.04,A,468
2456,11/10/13 8:00,6.4,1.4,991,2.765,A,378
2457,11/10/13 9:00,7.9,2.1,987,3.03,A,372
2458,11/10/13 10:00,10.7,0.7,975,3.165,A,369
2459,11/10/13 11:00,12.1,-1.4,985,3.415,A,336
2460,11/10/13 12:00,12.9,1.4,990,6.81,A,357
2461,11/10/13 13:00,11.4,0.7,979,10.315,A,321
2462,11/10/13 14:00,12.9,2.1,977,13.57,A,333
2463,11/10/13 15:00,11.4,0,971,16.84,A,336
2464,11/10/13 16:00,13.6,2.1,978,21.61,A,357
2465,11/10/13 17:00,13.6,0.7,985,24.74,A,375
2466,11/10/13 18:00,11.4,0,969,26.405,A,372
2467,11/10/13 19:00,9.3,1.4,975,1.765,A,375
2468,11/10/13 20:00,12.1,2.9,985,5.395,A,378
2469,11/10/13 21:00,9.3,1.4,970,8.525,A,384
2470,11/10/13 22:00,7.9,3.6,984,2.39,A,372
2471,11/10/13 23:00,7.9,0,979,2.905,A,396
2472,12/10/13 0:00,7.9,2.9,978,4.545,A,384
2473,12/10/13 1:00,5,1.4,980,4.935,A,357
2474,12/10/13 2:00,4.3,2.1,980,4.88,A,354
2475,12/10/13 3:00,6.4,1.4,987,5.52,A,330
2476,12/10/13 4:00,5.7,1.4,984,2.015,A,372
2477,12/10/13 5:00,7.1,0.7,976,3.53,A,390
2478,12/10/13 6:00,4.3,2.1,983,2.915,A,390
2479,12/10/13 7:00,4.3,1.4,971,4.955,A,393
2480,12/10/13 8:00,7.9,0,978,7.835,A,390
2481,12/10/13 9:00,10,0.7,981,11.09,A,426
2482,12/10/13 10:00,12.9,-2.9,966,14.485,A,390
2483,12/10/13 11:00,14.3,-7.9,969,21.045,A,258
2484,12/10/13 12:00,15.7,-7.9,977,29.095,A,231
2485,12/10/13 13:00,15.7,-7.1,972,38.16,A,216
2486,12/10/13 14:00,15.7,-8.6,964,40.415,A,222
2487,12/10/13 15:00,17.1,-6.4,962,2.54,A,219
2488,12/10/13 16:00,18.6,-7.9,961,9.05,A,228
2489,12/10/13 17:00,16.4,-8.6,977,16.325,A,201
2490,12/10/13 18:00,16.4,-8.6,964,20.47,A,228
2491,12/10/13 19:00,15.7,-2.9,972,7.31,A,222
2492,12/10/13 20:00,12.9,-2.9,972,12.105,A,195
2493,12/10/13 21:00,12.9,-3.6,967,16.525,A,198
2494,12/10/13 22:00,12.9,-3.6,978,22.71,A,219
2495,12/10/13 23:00,14.3,-3.6,970,4.755,A,210
2496,13/10/13 0:00,8.6,-4.3,967,9.05,A,240
2497,13/10/13 1:00,10,-7.1,981,12.68,A,264
2498,13/10/13 2:00,8.6,-4.3,975,14.595,A,246
2499,13/10/13 3:00,7.9,-7.1,970,6.545,A,258
2500,13/10/13 4:00,9.3,-6.4,972,12.23,A,258
2501,13/10/13 5:00,10.7,-3.6,975,19.38,A,237
2502,13/10/13 6:00,10.7,-4.3,979,7.685,A,258
2503,13/10/13 7:00,10,-5.7,977,11.705,A,258
2504,13/10/13 8:00,11.4,-5,990,9.565,A,240
2505,13/10/13 9:00,10.7,-7.1,980,18.63,A,261
2506,13/10/13 10:00,12.1,-9.3,991,9.925,A,249
2507,13/10/13 11:00,12.9,-7.1,976,8.025,A,249
2508,13/10/13 12:00,11.4,-10,989,8.925,A,264
2509,13/10/13 13:00,12.1,-8.6,976,15.61,A,204
2510,13/10/13 14:00,11.4,-7.9,992,21.545,A,204
2511,13/10/13 15:00,13.6,-7.9,979,25.59,A,216
2512,13/10/13 16:00,12.1,-7.1,976,30.635,A,219
2513,13/10/13 17:00,13.6,-7.9,984,35.28,A,213
2514,13/10/13 18:00,10.7,-7.9,984,37.66,A,219
2515,13/10/13 19:00,10,-8.6,992,2.915,A,228
2516,13/10/13 20:00,10,-5.7,983,5.92,A,207
2517,13/10/13 21:00,7.9,-3.6,982,10.59,A,225
2518,13/10/13 22:00,6.4,-5.7,998,14.61,A,216
2519,13/10/13 23:00,3.6,-5.7,995,18.63,A,225
2520,14/10/13 0:00,3.6,-4.3,979,20.295,A,216
2521,14/10/13 1:00,3.6,-2.9,991,2.14,A,228
2522,14/10/13 2:00,2.1,-5,994,3.03,A,237
2523,14/10/13 3:00,2.1,-3.6,986,1.89,A,228
2524,14/10/13 4:00,0.7,-3.6,979,2.515,A,213
2525,14/10/13 5:00,1.4,-5.7,991,3.53,A,225
2526,14/10/13 6:00,2.1,-6.4,995,2.855,A,240
2527,14/10/13 7:00,2.9,-2.9,981,4.245,A,222
2528,14/10/13 8:00,5,-2.9,982,4.505,A,243
2529,14/10/13 9:00,5,-5.7,990,3.415,A,243
2530,14/10/13 10:00,7.9,-5.7,998,3.555,A,243
2531,14/10/13 11:00,8.6,-5.7,995,6.045,A,225
2532,14/10/13 12:00,11.4,-5.7,988,10.465,A,213
2533,14/10/13 13:00,11.4,-7.1,988,15.385,A,240
2534,14/10/13 14:00,11.4,-5,979,23.535,A,234
2535,14/10/13 15:00,12.9,-5,986,30.185,A,273
2536,14/10/13 16:00,12.9,-6.4,983,37.335,A,276
2537,14/10/13 17:00,12.1,-2.1,984,45.26,A,348
2538,14/10/13 18:00,10.7,-4.3,984,54.075,A,378
2539,14/10/13 19:00,9.3,-2.1,983,58.595,A,318
2540,14/10/13 20:00,10.7,-2.1,969,64.905,A,273
2541,14/10/13 21:00,10.7,-3.6,985,71.43,A,258
2542,14/10/13 22:00,8.6,-1.4,985,78.58,A,243
2543,14/10/13 23:00,8.6,-0.7,971,83.125,A,270
2544,15/10/13 0:00,9.3,-0.7,973,87.645,A,258
2545,15/10/13 1:00,9.3,-2.9,977,1.64,A,267
2546,15/10/13 2:00,10.7,-4.3,970,7.685,A,279
2547,15/10/13 3:00,10,-5.7,977,12.245,A,240
2548,15/10/13 4:00,8.6,-4.3,976,19.52,A,201
2549,15/10/13 5:00,7.9,-5.7,974,27.67,A,207
2550,15/10/13 6:00,6.4,-4.3,987,34.07,A,213
2551,15/10/13 7:00,6.4,-4.3,979,40.97,A,198
2552,15/10/13 8:00,9.3,-5.7,981,49.02,A,222
2553,15/10/13 9:00,7.9,-6.4,983,57.835,A,219
2554,15/10/13 10:00,9.3,-5,990,67.915,A,213
2555,15/10/13 11:00,10,-6.4,984,75.94,A,258
2556,15/10/13 12:00,7.9,-3.6,972,84.895,A,474
2557,15/10/13 13:00,9.3,-7.9,991,93.57,A,294
2558,15/10/13 14:00,7.9,-7.1,979,106.53,A,276
2559,15/10/13 15:00,6.4,-10,985,118.475,A,282
2560,15/10/13 16:00,7.1,-8.6,987,131.06,A,228
2561,15/10/13 17:00,7.9,-9.3,982,143.755,A,306
2562,15/10/13 18:00,6.4,-10,990,152.07,A,324
2563,15/10/13 19:00,7.1,-10,991,158.005,A,318
2564,15/10/13 20:00,7.1,-10.7,978,165.28,A,288
2565,15/10/13 21:00,6.4,-13.6,980,172.68,A,186
2566,15/10/13 22:00,6.4,-15,978,179.58,A,198
2567,15/10/13 23:00,5,-12.9,984,184.875,A,216
2568,16/10/13 0:00,3.6,-11.4,995,187.895,A,210
2569,16/10/13 1:00,0.7,-14.3,985,192.415,A,198
2570,16/10/13 2:00,0.7,-10.7,980,195.935,A,189
2571,16/10/13 3:00,3.6,-11.4,982,201.355,A,189
2572,16/10/13 4:00,0.7,-12.9,994,2.39,A,204
2573,16/10/13 5:00,2.1,-8.6,982,3.665,A,177
2574,16/10/13 6:00,2.9,-12.9,990,5.33,A,210
2575,16/10/13 7:00,4.3,-10,997,6.545,A,189
2576,16/10/13 8:00,5,-11.4,989,14.47,A,201
2577,16/10/13 9:00,6.4,-9.3,989,24.05,A,183
2578,16/10/13 10:00,8.6,-13.6,979,11.205,A,174
2579,16/10/13 11:00,8.6,-10.7,991,8.8,A,186
2580,16/10/13 12:00,9.3,-10.7,992,15.825,A,195
2581,16/10/13 13:00,9.3,-12.1,995,7.06,A,201
2582,16/10/13 14:00,11.4,-12.1,988,6.685,A,216
2583,16/10/13 15:00,12.1,-8.6,977,5.005,A,204
2584,16/10/13 16:00,12.1,-8.6,975,7.9,A,213
2585,16/10/13 17:00,9.3,-10.7,980,11.405,A,210
2586,16/10/13 18:00,9.3,-9.3,975,13.445,A,195
2587,16/10/13 19:00,7.1,-7.1,993,1.64,A,213
2588,16/10/13 20:00,7.1,-7.1,978,4.43,A,222
2589,16/10/13 21:00,5,-7.1,996,6.095,A,249
2590,16/10/13 22:00,3.6,-7.9,985,2.765,A,264
2591,16/10/13 23:00,5,-7.9,979,4.505,A,243
2592,17/10/13 0:00,2.1,-3.6,988,5.795,A,246
2593,17/10/13 1:00,2.1,-4.3,991,8.085,A,279
2594,17/10/13 2:00,2.9,-2.1,992,2.015,A,234
2595,17/10/13 3:00,0.7,-0.7,983,2.655,A,264
2596,17/10/13 4:00,1.4,-0.7,997,3.295,A,243
2597,17/10/13 5:00,2.1,-2.1,999,2.515,A,267
2598,17/10/13 6:00,0.7,-0.7,994,3.655,A,240
2599,17/10/13 7:00,2.1,-2.1,993,3.165,A,303
2600,17/10/13 8:00,3.6,-2.1,988,5.08,A,306
2601,17/10/13 9:00,7.1,-2.9,992,7.245,A,273
2602,17/10/13 10:00,9.3,-6.4,984,8.535,A,288
2603,17/10/13 11:00,8.6,-6.4,986,12.805,A,294
2604,17/10/13 12:00,9.3,-7.1,981,15.935,A,285
2605,17/10/13 13:00,10.7,-7.1,981,20.105,A,231
2606,17/10/13 14:00,12.1,-5.7,988,25.665,A,252
2607,17/10/13 15:00,12.1,-5,991,31.71,A,255
2608,17/10/13 16:00,10.7,-5,993,36.005,A,276
2609,17/10/13 17:00,10.7,-6.4,976,40.925,A,285
2610,17/10/13 18:00,11.4,-3.6,980,44.43,A,303
2611,17/10/13 19:00,10,-5.7,990,46.685,A,327
2612,17/10/13 20:00,9.3,-2.1,982,51.705,A,300
2613,17/10/13 21:00,6.4,-1.4,981,52.62,A,339
2614,17/10/13 22:00,6.4,-4.3,989,54.41,A,318
2615,17/10/13 23:00,5.7,-0.7,985,56.075,A,297
2616,18/10/13 0:00,5,-3.6,984,59.115,A,291
2617,18/10/13 1:00,4.3,-2.1,986,61.495,A,279
2618,18/10/13 2:00,5,-2.9,976,63.66,A,324
2619,18/10/13 3:00,4.3,-3.6,988,2.765,A,309
2620,18/10/13 4:00,3.6,-3.6,977,3.03,A,279
2621,18/10/13 5:00,1.4,-2.1,990,3.665,A,300
2622,18/10/13 6:00,2.1,0,971,1.89,A,288
2623,18/10/13 7:00,3.6,-2.1,989,2.14,A,321
2624,18/10/13 8:00,5,0,971,2.665,A,342
2625,18/10/13 9:00,5.7,-1.4,983,4.33,A,372
2626,18/10/13 10:00,7.1,0.7,974,3.29,A,414
2627,18/10/13 11:00,9.3,-0.7,972,3.665,A,372
2628,18/10/13 12:00,10,1.4,979,4.33,A,372
2629,18/10/13 13:00,11.4,-0.7,981,8.46,A,387
2630,18/10/13 14:00,12.1,2.9,967,11.465,A,360
2631,18/10/13 15:00,12.1,2.9,979,13.845,A,519
2632,18/10/13 16:00,10.7,0,966,16.975,A,339
2633,18/10/13 17:00,11.4,1.4,985,18.515,A,363
2634,18/10/13 18:00,11.4,2.1,977,21.18,A,342
2635,18/10/13 19:00,8.6,2.1,986,22.845,A,387
2636,18/10/13 20:00,9.3,2.1,970,24.135,A,363
2637,18/10/13 21:00,8.6,1.4,974,26.05,A,402
2638,18/10/13 22:00,7.1,2.1,981,2.665,A,396
2639,18/10/13 23:00,8.6,2.1,980,4.33,A,435
2640,19/10/13 0:00,7.1,2.1,977,7.12,A,402
2641,19/10/13 1:00,7.1,1.4,976,2.765,A,363
2642,19/10/13 2:00,7.1,0,982,2.915,A,381
2643,19/10/13 3:00,5.7,1.4,985,4.58,A,402
2644,19/10/13 4:00,8.6,0.7,971,6.995,A,378
2645,19/10/13 5:00,7.9,2.1,988,7.385,A,372
2646,19/10/13 6:00,7.9,1.4,972,3.04,A,354
2647,19/10/13 7:00,8.6,0.7,987,5.205,A,366
2648,19/10/13 8:00,7.1,0.7,979,2.79,A,378
2649,19/10/13 9:00,4.3,3.6,995,6.685,C,324
2650,19/10/13 10:00,3.6,1.4,994,10.705,C,264
2651,19/10/13 11:00,5,1.4,981,16.89,C,240
2652,19/10/13 12:00,2.9,1.4,979,21.935,C,222
2653,19/10/13 13:00,5,1.4,985,25.58,C,234
2654,19/10/13 14:00,2.9,0,979,31.25,A,234
2655,19/10/13 15:00,5,4.3,988,35.545,A,225
2656,19/10/13 16:00,5,1.4,985,40.215,A,228
2657,19/10/13 17:00,4.3,-0.7,995,44.485,A,234
2658,19/10/13 18:00,4.3,0.7,996,48.255,A,246
2659,19/10/13 19:00,5.7,0.7,993,50.545,A,252
2660,19/10/13 20:00,2.1,1.4,999,52.585,A,240
2661,19/10/13 21:00,2.9,0,988,1.765,A,246
2662,19/10/13 22:00,2.1,-0.7,979,3.53,A,240
2663,19/10/13 23:00,2.9,1.4,986,2.415,A,237
2664,20/10/13 0:00,0,2.9,986,2.265,A,291
2665,20/10/13 1:00,1.4,3.6,996,2.405,A,258
2666,20/10/13 2:00,0,2.1,991,3.23,A,264
2667,20/10/13 3:00,-0.7,2.1,994,4.995,A,264
2668,20/10/13 4:00,1.4,2.9,998,4.945,A,279
2669,20/10/13 5:00,1.4,-2.1,989,2.265,A,291
2670,20/10/13 6:00,1.4,0.7,983,3.29,A,282
2671,20/10/13 7:00,0.7,2.9,981,3.665,A,276
2672,20/10/13 8:00,4.3,0,985,6.545,A,291
2673,20/10/13 9:00,6.4,3.6,980,1.89,A,264
2674,20/10/13 10:00,8.6,0.7,978,2.905,A,291
2675,20/10/13 11:00,9.3,-0.7,991,4.545,A,234
2676,20/10/13 12:00,10.7,-0.7,980,3.165,A,240
2677,20/10/13 13:00,10.7,-3.6,989,4.255,A,240
2678,20/10/13 14:00,8.6,-2.1,994,5.67,A,258
2679,20/10/13 15:00,5,1.4,974,17.725,A,228
2680,20/10/13 16:00,5.7,0.7,991,6.935,A,216
2681,20/10/13 17:00,7.1,1.4,982,12.745,A,219
2682,20/10/13 18:00,8.6,-2.1,973,17.29,A,225
2683,20/10/13 19:00,7.1,0,977,22.335,A,234
2684,20/10/13 20:00,7.1,0.7,991,25,A,219
2685,20/10/13 21:00,4.3,-0.7,993,2.415,A,204
2686,20/10/13 22:00,3.6,-0.7,992,4.205,A,201
2687,20/10/13 23:00,4.3,1.4,991,8.725,A,204
2688,21/10/13 0:00,2.9,2.9,981,11.48,A,258
2689,21/10/13 1:00,1.4,0,975,13.145,A,228
2690,21/10/13 2:00,3.6,0.7,974,15.56,A,258
2691,21/10/13 3:00,1.4,-0.7,985,16.575,A,240
2692,21/10/13 4:00,0.7,-0.7,984,1.075,A,234
2693,21/10/13 5:00,2.9,2.9,986,1.9,A,252
2694,21/10/13 6:00,1.4,2.1,986,1.765,A,228
2695,21/10/13 7:00,2.9,3.6,994,4.43,A,258
2696,21/10/13 8:00,2.9,0,979,3.29,A,258
2697,21/10/13 9:00,5.7,2.1,977,6.045,A,261
2698,21/10/13 10:00,8.6,-0.7,981,9.69,A,246
2699,21/10/13 11:00,10,-0.7,988,15.625,A,228
2700,21/10/13 12:00,10,-5,972,6.795,A,234
2701,21/10/13 13:00,8.6,-2.9,978,8.4,A,249
2702,21/10/13 14:00,7.9,-2.1,978,14.925,A,255
2703,21/10/13 15:00,9.3,-3.6,978,6.545,A,204
2704,21/10/13 16:00,8.6,-2.1,983,3.54,A,195
2705,21/10/13 17:00,10,-4.3,992,9.3,A,210
2706,21/10/13 18:00,7.9,-4.3,980,16.95,A,204
2707,21/10/13 19:00,8.6,-6.4,988,21.87,A,198
2708,21/10/13 20:00,6.4,-4.3,983,29.045,A,210
2709,21/10/13 21:00,7.9,-7.1,987,39,A,195
2710,21/10/13 22:00,5,-6.4,987,50.43,A,204
2711,21/10/13 23:00,4.3,-3.6,987,60.135,A,189
2712,22/10/13 0:00,6.4,-5,983,67.285,A,186
2713,22/10/13 1:00,5,-6.4,976,75.185,A,186
2714,22/10/13 2:00,5,-5,976,81.335,A,201
2715,22/10/13 3:00,2.9,-3.6,984,87.255,A,198
2716,22/10/13 4:00,3.6,-3.6,987,91.8,A,222
2717,22/10/13 5:00,2.9,-2.9,985,96.735,A,216
2718,22/10/13 6:00,4.3,-5,974,102.795,A,204
2719,22/10/13 7:00,4.3,-3.6,984,109.605,A,216
2720,22/10/13 8:00,7.1,-3.6,992,117.28,A,198
2721,22/10/13 9:00,7.9,-4.3,986,125.08,A,204
2722,22/10/13 10:00,8.6,-6.4,975,132.88,A,219
2723,22/10/13 11:00,7.9,-5.7,988,140.68,A,195
2724,22/10/13 12:00,8.6,-6.4,986,148.08,A,210
2725,22/10/13 13:00,9.3,-5.7,983,156.755,A,189
2726,22/10/13 14:00,11.4,-7.1,980,163.905,A,198
2727,22/10/13 15:00,11.4,-7.1,968,3.755,A,213
2728,22/10/13 16:00,10.7,-7.9,980,10.815,A,216
2729,22/10/13 17:00,10.7,-7.9,976,17.09,A,210
2730,22/10/13 18:00,10.7,-5,983,21.095,A,198
2731,22/10/13 19:00,7.1,-2.1,974,3.415,A,207
2732,22/10/13 20:00,6.4,-4.3,976,5.795,A,213
2733,22/10/13 21:00,5,-3.6,971,8.335,A,222
2734,22/10/13 22:00,5,-2.1,983,11.34,A,237
2735,22/10/13 23:00,5.7,0,981,13.38,A,243
2736,23/10/13 0:00,3.6,0,975,14.045,A,228
2737,23/10/13 1:00,2.9,-4.3,970,2.14,A,306
2738,23/10/13 2:00,2.1,0,973,3.655,A,264
2739,23/10/13 3:00,0.7,-1.4,978,3.42,A,270
2740,23/10/13 4:00,3.6,-1.4,966,5.31,A,273
2741,23/10/13 5:00,2.1,-2.1,967,4.38,A,312
2742,23/10/13 6:00,2.9,-2.1,978,5.67,A,288
2743,23/10/13 7:00,3.6,-2.9,971,2.54,A,297
2744,23/10/13 8:00,6.4,0,978,2.015,A,336
2745,23/10/13 9:00,5.7,-2.9,967,4.63,A,378
2746,23/10/13 10:00,5,-2.9,983,5.545,A,390
2747,23/10/13 11:00,7.1,1.4,963,7.46,A,366
2748,23/10/13 12:00,6.4,0.7,976,11.715,A,369
2749,23/10/13 13:00,7.9,-0.7,962,14.345,A,390
2750,23/10/13 14:00,8.6,-1.4,973,17.6,A,357
2751,23/10/13 15:00,10,2.1,969,20.855,A,354
2752,23/10/13 16:00,9.3,-1.4,981,25.4,A,333
2753,23/10/13 17:00,9.3,2.1,961,29.92,A,291
2754,23/10/13 18:00,8.6,1.4,977,32.675,A,294
2755,23/10/13 19:00,7.9,3.6,962,34.09,A,294
2756,23/10/13 20:00,6.4,3.6,981,35.605,A,288
2757,23/10/13 21:00,7.1,2.9,966,37.395,A,312
2758,23/10/13 22:00,3.6,3.6,979,38.16,A,267
2759,23/10/13 23:00,4.3,3.6,979,38.175,A,318
2952,01/11/13 0:00,8.6,0,975,32.415,A,285
2953,01/11/13 1:00,6.4,0.7,987,34.455,A,282
2954,01/11/13 2:00,7.1,1.4,980,37.21,A,276
2955,01/11/13 3:00,7.1,0.7,978,39.625,A,258
2956,01/11/13 4:00,7.1,0,985,40.79,A,288
2957,01/11/13 5:00,5,0.7,981,43.455,A,279
2958,01/11/13 6:00,7.1,2.9,980,46.21,A,300
2959,01/11/13 7:00,8.6,2.9,987,49.605,A,285
2960,01/11/13 8:00,7.9,4.3,986,53.735,A,228
2961,01/11/13 9:00,6.4,0.7,974,56.755,A,249
2962,01/11/13 10:00,5.7,1.4,993,61.775,A,237
2963,01/11/13 11:00,6.4,1.4,980,65.295,A,225
2964,01/11/13 12:00,9.3,0,980,67.675,A,222
2965,01/11/13 13:00,6.4,0,991,73.095,A,243
2966,01/11/13 14:00,8.6,1.4,980,76.725,A,258
2967,01/11/13 15:00,7.1,0.7,968,79.98,A,261
2968,01/11/13 16:00,5.7,1.4,981,81.985,A,225
2969,01/11/13 17:00,7.1,3.6,974,84.025,A,264
2970,01/11/13 18:00,5,5,980,85.94,C,240
2971,01/11/13 19:00,7.1,6.4,967,2.64,A,270
2972,01/11/13 20:00,3.6,6.4,973,2.53,A,282
2973,01/11/13 21:00,5.7,5,967,5.895,A,288
2974,01/11/13 22:00,6.4,4.3,975,7.56,A,303
2975,01/11/13 23:00,2.9,4.3,980,7.325,A,288
2976,02/11/13 0:00,3.6,3.6,966,2.39,C,288
2977,02/11/13 1:00,4.3,3.6,965,3.53,A,315
2978,02/11/13 2:00,3.6,5.7,971,3.795,A,306
2979,02/11/13 3:00,4.3,5.7,976,4.495,A,321
2980,02/11/13 4:00,5.7,3.6,972,3.165,C,327
2981,02/11/13 5:00,2.9,3.6,963,3.665,A,318
2982,02/11/13 6:00,3.6,3.6,961,6.295,A,330
2983,02/11/13 7:00,4.3,6.4,975,2.665,A,366
2984,02/11/13 8:00,5.7,4.3,974,2.015,A,375
2985,02/11/13 9:00,6.4,6.4,961,3.405,A,348
2986,02/11/13 10:00,7.1,4.3,968,6.17,A,396
2987,02/11/13 11:00,8.6,5,966,2.415,A,435
2988,02/11/13 12:00,10,5.7,970,3.305,A,408
2989,02/11/13 13:00,10.7,2.9,971,3.755,A,363
2990,02/11/13 14:00,13.6,-6.4,965,13.835,A,318
2991,02/11/13 15:00,12.1,-5.7,981,24.04,A,288
2992,02/11/13 16:00,11.4,-7.9,977,32.09,A,267
2993,02/11/13 17:00,12.9,-7.9,975,40.14,A,240
2994,02/11/13 18:00,10.7,-7.9,967,46.325,A,246
2995,02/11/13 19:00,10,-0.7,981,2.415,A,243
2996,02/11/13 20:00,6.4,-2.9,967,4.38,A,273
2997,02/11/13 21:00,7.9,-3.6,978,5.67,A,288
2998,02/11/13 22:00,7.1,-5,971,7.46,A,291
2999,02/11/13 23:00,5,-2.1,964,1.765,A,288
3000,03/11/13 0:00,3.6,-0.7,980,2.905,A,294
3001,03/11/13 1:00,2.1,-0.7,966,4.045,A,312
3002,03/11/13 2:00,3.6,0,964,3.755,A,315
3003,03/11/13 3:00,3.6,-2.9,981,2.265,A,300
3004,03/11/13 4:00,2.9,-0.7,982,3.54,A,294
3005,03/11/13 5:00,4.3,-3.6,963,2.64,A,300
3006,03/11/13 6:00,1.4,-1.4,970,4.63,A,270
3007,03/11/13 7:00,5,-0.7,965,2.765,A,252
3008,03/11/13 8:00,9.3,-2.1,977,2.79,A,246
3009,03/11/13 9:00,12.1,-4.3,980,2.54,A,240
3010,03/11/13 10:00,12.1,-6.4,965,10.44,A,222
3011,03/11/13 11:00,11.4,-5,964,20.27,A,219
3012,03/11/13 12:00,13.6,-6.4,968,30.575,A,231
3013,03/11/13 13:00,14.3,-7.9,966,40.53,A,219
3014,03/11/13 14:00,14.3,-5,967,52.585,A,228
3015,03/11/13 15:00,14.3,-5.7,965,64.905,A,237
3016,03/11/13 16:00,14.3,-6.4,980,73.86,A,207
3017,03/11/13 17:00,15,-7.1,965,82.425,A,204
3018,03/11/13 18:00,13.6,-4.3,977,87.47,A,198
3019,03/11/13 19:00,11.4,-2.9,962,91.475,A,207
